ID,Name,Email,Group,Pattern,Timing,Team,Is_Dropout,PS_Pre_Total,PS_Pre_Skill1,PS_Pre_Skill2,PS_Pre_Skill3,PS_Pre_Skill4,PS_Pre_Q01,PS_Pre_Q02,PS_Pre_Q03,PS_Pre_Q04,PS_Pre_Q05,PS_Pre_Q06,PS_Pre_Q07,PS_Pre_Q08,PS_Pre_Q09,PS_Pre_Q10,PS_Pre_Q11,PS_Pre_Q12,PS_Pre_Q13,PS_Pre_Q14,PS_Pre_Q15,PS_Pre_Q16,PS_Pre_Q17,PS_Pre_Q18,PS_Pre_Q19,PS_Pre_Q20,PS_Pre_Q21,PS_Pre_Q22,PS_Pre_Q23,PS_Pre_Q24,PS_Pre_Q25,PS_Pre_Q26,PS_Pre_Q27,PS_Pre_Q28,PS_Pre_Q29,PS_Pre_Q30,PS_Post_Total,PS_Post_Skill1,PS_Post_Skill2,PS_Post_Skill3,PS_Post_Skill4,PS_Post_Q01,PS_Post_Q02,PS_Post_Q03,PS_Post_Q04,PS_Post_Q05,PS_Post_Q06,PS_Post_Q07,PS_Post_Q08,PS_Post_Q09,PS_Post_Q10,PS_Post_Q11,PS_Post_Q12,PS_Post_Q13,PS_Post_Q14,PS_Post_Q15,PS_Post_Q16,PS_Post_Q17,PS_Post_Q18,PS_Post_Q19,PS_Post_Q20,PS_Post_Q21,PS_Post_Q22,PS_Post_Q23,PS_Post_Q24,PS_Post_Q25,PS_Post_Q26,PS_Post_Q27,PS_Post_Q28,PS_Post_Q29,PS_Post_Q30,Flow_Pre_Total,Flow_Pre_D1,Flow_Pre_D2,Flow_Pre_D3,Flow_Pre_D4,Flow_Pre_D5,Flow_Pre_D6,Flow_Pre_D7,Flow_Pre_D8,Flow_Pre_I01,Flow_Pre_I02,Flow_Pre_I03,Flow_Pre_I04,Flow_Pre_I05,Flow_Pre_I06,Flow_Pre_I07,Flow_Pre_I08,Flow_Pre_I09,Flow_Pre_I10,Flow_Pre_I11,Flow_Pre_I12,Flow_Pre_I13,Flow_Pre_I14,Flow_Pre_I15,Flow_Pre_I16,Flow_Pre_I17,Flow_Pre_I18,Flow_Pre_I19,Flow_Pre_I20,Flow_Pre_I21,Flow_Pre_I22,Flow_Pre_I23,Flow_Pre_I24,Flow_Pre_I25,Flow_Pre_I26,Flow_Pre_I27,Flow_Pre_I28,Flow_Pre_I29,Flow_Pre_I30,Flow_Pre_I31,Flow_Pre_I32,Flow_Pre_I33,Flow_Pre_I34,Flow_Pre_I35,Flow_Pre_I36,Flow_Pre_I37,Flow_Pre_I38,Flow_Pre_I39,Flow_Pre_I40,Flow_Pre_I41,Flow_Pre_I42,Flow_Pre_I43,Flow_Pre_I44,Flow_Pre_I45,Flow_Pre_I46,Flow_Pre_I47,Flow_Pre_I48,Flow_Pre_I49,Flow_Pre_I50,Flow_Pre_I51,Flow_Pre_I52,Flow_Pre_I53,Flow_Pre_I54,Flow_Pre_I55,Flow_Pre_I56,Flow_Post_Total,Flow_Post_D1,Flow_Post_D2,Flow_Post_D3,Flow_Post_D4,Flow_Post_D5,Flow_Post_D6,Flow_Post_D7,Flow_Post_D8,Flow_Post_I01,Flow_Post_I02,Flow_Post_I03,Flow_Post_I04,Flow_Post_I05,Flow_Post_I06,Flow_Post_I07,Flow_Post_I08,Flow_Post_I09,Flow_Post_I10,Flow_Post_I11,Flow_Post_I12,Flow_Post_I13,Flow_Post_I14,Flow_Post_I15,Flow_Post_I16,Flow_Post_I17,Flow_Post_I18,Flow_Post_I19,Flow_Post_I20,Flow_Post_I21,Flow_Post_I22,Flow_Post_I23,Flow_Post_I24,Flow_Post_I25,Flow_Post_I26,Flow_Post_I27,Flow_Post_I28,Flow_Post_I29,Flow_Post_I30,Flow_Post_I31,Flow_Post_I32,Flow_Post_I33,Flow_Post_I34,Flow_Post_I35,Flow_Post_I36,Flow_Post_I37,Flow_Post_I38,Flow_Post_I39,Flow_Post_I40,Flow_Post_I41,Flow_Post_I42,Flow_Post_I43,Flow_Post_I44,Flow_Post_I45,Flow_Post_I46,Flow_Post_I47,Flow_Post_I48,Flow_Post_I49,Flow_Post_I50,Flow_Post_I51,Flow_Post_I52,Flow_Post_I53,Flow_Post_I54,Flow_Post_I55,Flow_Post_I56,Task_M1,Task_M2,Task_M3,Task_M4,Task_M5,Task_Bonus,Task_Total,Task_Percentage,Task_Grade,Late_M1,Late_M2,Late_M3,Late_M4,Late_M5,Late_Count
STD-058,رانيا شعبان,rania.shaaban53@gmail.com,3,2,2,2,0,20,4,4,3,9,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,26,6,7,4,9,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,156,21,14,17,20,18,22,19,25,4,3,3,2,3,2,4,2,2,3,2,2,2,1,3,3,2,2,3,2,2,3,2,3,4,3,2,3,3,2,3,3,3,3,1,3,2,3,4,4,4,2,4,2,2,2,4,2,3,4,3,3,3,4,4,4,224,28,31,29,28,27,26,23,32,5,3,3,3,5,4,5,5,4,5,4,5,3,5,5,4,4,4,4,5,3,3,5,5,4,5,3,3,4,4,4,4,5,3,3,5,4,4,4,2,3,4,2,2,3,5,4,3,4,5,5,3,5,4,5,5,73.4,87.2,100.0,92.2,89.0,25.0,466.8,93.4,A+,0,0,0.0,0.0,0.0,0
STD-059,سوزان هاني,suzan.hany.m@gmail.com,3,2,2,1,0,22,4,5,5,8,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,25,7,7,3,8,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,165,21,20,20,16,22,24,18,24,2,3,3,3,3,3,4,4,3,3,2,3,3,2,2,3,3,3,3,3,3,2,2,2,3,3,2,2,3,4,3,3,3,3,3,4,3,4,3,3,3,4,2,3,2,3,3,3,2,4,3,3,3,4,4,3,232,30,26,30,27,30,31,28,30,4,4,4,5,4,4,5,3,3,4,4,4,4,4,4,4,4,5,4,5,4,3,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,5,4,4,5,4,4,4,4,4,3,5,4,5,4,4,4,5,4,71.9,82.5,99.5,95.6,92.0,20.0,461.5,92.3,A+,0,0,0.0,0.0,0.0,0
STD-060,نيفين بهاء,neveen.bahaa10@gmail.com,3,2,2,5,0,20,5,4,4,7,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,28,7,7,5,9,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,147,21,14,15,17,21,18,20,21,3,2,3,3,4,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,2,3,2,3,3,3,3,2,3,4,3,2,2,3,2,3,3,3,3,3,3,2,3,3,4,3,2,3,2,3,4,227,26,32,26,32,26,32,25,28,4,3,3,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3,4,4,4,5,5,5,5,4,4,4,3,4,4,3,4,4,4,5,5,5,4,5,4,4,4,3,3,4,4,4,3,4,4,4,3,5,4,4,77.6,75.0,83.8,85.3,84.6,15.0,421.3,84.3,B+,0,0,0.0,0.0,0.0,0
STD-061,هاجر عبدالله,hagar.abdallah3@gmail.com,4,2,1,6,0,10,2,4,0,4,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,20,6,4,3,7,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,125,14,14,15,13,19,17,17,16,2,1,2,2,2,3,2,3,3,1,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,3,2,2,2,3,3,3,2,2,2,3,2,3,2,2,3,1,3,3,2,2,2,3,192,21,19,23,29,22,20,30,28,3,3,2,4,3,4,2,2,3,2,3,3,4,2,3,4,3,4,3,3,3,4,4,4,4,4,5,4,3,3,2,4,4,3,3,3,3,3,2,4,2,3,4,4,5,5,4,4,4,3,4,5,4,3,4,5,75.0,41.1,88.0,82.0,83.0,0.0,369.1,73.8,C+,0,1,0.0,0.0,0.0,1
STD-062,جومانا عادل,gomana.adel17@gmail.com,4,2,1,4,0,13,3,3,4,3,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,19,5,5,1,8,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,159,17,17,21,26,17,15,23,23,3,2,3,1,2,4,2,2,3,2,2,3,2,3,2,3,3,3,4,3,3,4,4,4,3,2,5,4,1,3,3,4,2,3,1,2,2,2,1,3,3,2,4,4,2,3,3,3,4,2,4,3,4,5,3,2,237,27,27,26,33,28,34,31,31,4,5,4,3,4,4,3,4,5,4,3,4,3,4,3,3,5,4,3,5,3,4,5,4,5,5,5,5,5,3,3,4,5,5,3,5,5,5,5,5,4,5,4,5,5,5,4,4,4,4,5,5,4,4,4,5,70.8,79.1,94.2,77.1,48.1,0.0,369.3,73.9,C+,0,0,0.0,0.0,1.0,1
STD-063,رقية حسني,roqaya.hosny.s@gmail.com,4,2,1,2,0,13,3,4,2,4,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,19,6,4,3,6,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,163,21,17,22,22,22,16,22,21,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,2,3,2,2,3,2,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,195,21,27,28,21,24,26,25,23,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,3,3,4,4,3,4,3,3,3,4,3,3,4,41.9,64.0,72.3,82.1,83.5,0.0,343.8,68.8,C,1,1,1.0,0.0,0.0,3
STD-064,ضحى عبدالناصر,doha.abdelnaser@gmail.com,4,2,1,1,0,15,6,3,3,3,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,21,6,3,5,7,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,186,26,19,24,21,22,24,25,25,3,4,4,4,3,4,4,3,4,2,2,2,2,4,4,3,3,3,4,4,3,3,3,4,3,3,3,2,3,3,3,3,3,4,3,3,4,3,3,3,4,4,3,4,3,3,4,4,4,3,4,4,4,4,3,3,247,31,29,31,34,33,32,32,25,4,4,5,5,4,4,5,4,4,3,5,4,5,4,5,4,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,5,4,5,5,5,4,5,4,3,4,4,3,4,4,3,58.2,73.0,86.7,79.7,80.4,15.0,393.0,78.6,B,1,0,0.0,0.0,0.0,1
STD-065,تسنيم فؤاد,tasneem.fouad48@gmail.com,4,2,1,5,0,14,5,4,1,4,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,24,7,5,3,9,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,123,18,14,14,14,14,14,14,21,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,136,18,20,14,14,21,16,19,14,2,2,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,70.6,81.8,79.1,80.5,87.7,20.0,419.7,83.9,B+,0,0,0.0,0.0,0.0,0
STD-066,أروى مدحت,arwa.medhat.a@gmail.com,4,2,1,6,0,17,6,5,1,5,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,21,5,6,2,8,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,135,15,14,17,17,16,18,20,18,2,2,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,3,3,3,2,3,3,2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,172,18,18,20,20,21,29,21,25,3,3,3,2,2,3,2,3,2,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,5,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,4,3,4,75.0,41.1,88.0,82.0,83.0,0.0,369.1,73.8,C+,0,1,0.0,0.0,0.0,1
STD-067,فرح زكريا,farah.zakaria26@gmail.com,4,2,1,4,0,20,5,6,4,5,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,23,6,5,3,9,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,179,22,24,27,21,20,21,23,21,3,3,3,3,3,4,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,231,28,27,32,30,28,28,30,28,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,5,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,70.8,79.1,94.2,77.1,48.1,0.0,369.3,73.9,C+,0,0,0.0,0.0,1.0,1
STD-068,سندس خيري,sondos.khairy.r@gmail.com,4,2,1,1,0,14,4,3,1,6,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,21,6,6,1,8,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,176,23,23,17,24,20,27,23,19,3,3,4,4,3,3,3,2,4,4,3,3,4,3,2,3,2,2,2,3,3,2,3,4,2,4,5,4,2,3,3,2,4,3,3,3,4,4,4,4,4,4,3,2,5,4,2,4,3,3,2,2,3,3,3,3,227,24,26,30,28,32,30,30,27,4,4,4,2,3,3,4,3,3,4,4,4,4,4,4,3,5,3,5,5,5,3,4,5,5,4,2,5,5,4,4,5,5,5,4,4,5,5,3,4,4,5,5,3,3,5,5,5,4,4,3,4,4,4,5,3,58.2,73.0,86.7,79.7,80.4,15.0,393.0,78.6,B,1,0,0.0,0.0,0.0,1
STD-069,ابتسام عوض,ebtesam.awad60@gmail.com,4,2,1,6,0,17,5,3,3,6,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,20,5,4,4,7,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,155,16,17,23,17,20,19,26,17,3,2,1,4,2,2,2,2,2,1,2,4,3,3,4,2,4,3,4,2,4,2,1,4,3,1,3,3,4,3,4,2,2,3,2,3,3,4,2,2,3,2,4,4,3,4,4,3,4,3,3,2,3,2,3,1,207,28,29,23,28,21,25,29,24,5,5,4,4,4,3,3,4,4,5,4,3,4,5,4,4,2,4,3,2,4,3,5,5,3,3,5,4,2,4,3,4,3,3,2,3,5,4,3,4,3,3,4,3,4,4,5,4,5,3,3,3,5,4,3,3,75.0,41.1,88.0,82.0,83.0,0.0,369.1,73.8,C+,0,1,0.0,0.0,0.0,1
STD-070,آلاء ثروت,alaa.tharwat.n@gmail.com,4,2,1,1,0,14,4,5,2,3,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,23,6,6,4,7,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,161,18,22,19,20,19,23,20,20,3,4,3,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,231,32,27,27,25,33,25,33,29,4,4,5,5,5,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,5,5,5,5,4,5,4,4,3,3,3,4,4,5,5,4,5,5,5,4,4,4,4,4,4,5,4,58.2,73.0,86.7,79.7,80.4,15.0,393.0,78.6,B,1,0,0.0,0.0,0.0,1
STD-071,كوثر جلال,kawthar.galal35@gmail.com,4,2,1,5,0,16,2,4,2,8,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,21,3,6,3,9,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,172,22,19,21,21,23,22,19,25,3,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,3,4,4,4,3,4,3,3,235,28,30,29,29,28,30,32,29,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,5,4,5,5,4,4,4,5,4,4,4,70.6,81.8,79.1,80.5,87.7,20.0,419.7,83.9,B+,0,0,0.0,0.0,0.0,0
STD-072,خلود يحيى,kholoud.yehia.m@gmail.com,4,2,1,3,0,18,4,6,2,6,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,25,6,6,4,9,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,134,14,18,16,14,15,17,19,21,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,209,28,24,29,28,22,22,28,28,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.9,83.1,92.4,87.8,89.7,25.0,447.9,89.6,A,1,0,0.0,0.0,0.0,1
STD-073,بثينة حمزة,buthaina.hamza8@gmail.com,4,2,1,4,0,17,4,4,4,5,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,23,7,5,3,8,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,139,21,17,16,15,17,18,16,19,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,3,2,2,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,2,3,201,28,21,28,24,23,27,24,26,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,5,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,4,4,4,4,4,4,3,4,3,3,4,3,4,3,4,4,3,3,4,4,4,70.8,79.1,94.2,77.1,48.1,0.0,369.3,73.9,C+,0,0,0.0,0.0,1.0,1
STD-074,سمية رجب,somaya.ragab.s@gmail.com,4,2,1,5,0,18,5,5,2,6,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,23,7,7,2,7,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,154,14,21,18,23,22,19,18,19,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,2,2,3,3,2,3,2,3,3,3,197,24,23,21,27,27,22,25,28,3,3,4,4,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,4,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,70.6,81.8,79.1,80.5,87.7,20.0,419.7,83.9,B+,0,0,0.0,0.0,0.0,0
STD-075,وجدان صبحي,wegdan.sobhy22@gmail.com,4,2,1,3,0,18,7,5,0,6,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,20,5,6,1,8,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,160,18,19,23,16,21,23,20,20,3,3,3,3,2,2,2,3,3,2,2,3,3,3,3,3,3,4,3,3,4,3,2,2,2,2,3,2,3,3,3,3,3,3,3,3,4,4,3,4,2,3,2,4,4,2,4,2,2,3,3,3,2,4,3,2,187,20,21,25,23,24,23,25,26,3,3,2,2,4,4,2,2,3,4,3,2,4,3,4,4,3,4,3,3,4,4,4,2,3,3,3,4,4,3,3,3,4,3,4,4,3,4,3,3,3,3,4,4,4,3,3,3,4,3,4,4,3,5,3,4,69.9,83.1,92.4,87.8,89.7,25.0,447.9,89.6,A,1,0,0.0,0.0,0.0,1
STD-076,نرمين شاكر,nermeen.shaker.a@gmail.com,4,2,1,3,0,16,4,5,2,5,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,25,6,7,4,8,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,160,22,25,21,20,17,17,22,16,4,3,3,2,3,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,3,3,3,2,3,2,2,2,3,3,3,3,4,3,3,3,2,3,3,2,2,2,2,217,27,23,30,29,27,30,26,25,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,5,4,4,4,4,3,4,4,3,3,4,4,3,4,4,3,69.9,83.1,92.4,87.8,89.7,25.0,447.9,89.6,A,1,0,0.0,0.0,0.0,1
STD-077,تغريد لطفي,taghreed.lotfy41@gmail.com,4,2,1,2,0,21,7,5,2,7,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,23,7,5,2,9,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,148,17,15,14,22,16,24,20,20,2,2,2,3,3,2,3,2,2,1,3,3,2,2,1,2,2,3,2,2,2,4,4,3,3,3,2,3,3,2,2,2,3,2,2,2,3,4,4,3,4,4,3,3,3,3,3,2,3,2,4,3,3,3,2,3,190,22,21,22,24,24,24,27,26,3,3,4,2,4,3,3,3,4,2,3,2,4,3,3,3,4,3,2,4,3,3,4,3,4,3,4,3,4,4,4,3,3,3,3,4,4,2,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,41.9,64.0,72.3,82.1,83.5,0.0,343.8,68.8,C,1,1,1.0,0.0,0.0,3
STD-078,ولاء حسان,walaa.hassan.k@gmail.com,4,2,1,2,0,20,6,4,2,8,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,22,6,7,3,6,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,173,23,24,26,20,17,20,25,18,2,3,4,3,4,3,4,2,5,4,2,3,5,3,3,4,3,3,4,5,4,4,2,4,3,3,2,2,2,2,3,2,3,2,3,3,2,2,2,4,3,4,3,4,4,3,4,3,4,3,3,2,3,2,3,2,219,28,22,27,23,32,29,28,30,4,3,4,5,4,5,3,3,3,3,3,3,4,3,3,4,5,4,4,3,4,4,3,4,3,3,3,3,5,4,5,4,5,4,5,5,5,5,3,4,4,3,3,4,5,4,4,3,5,4,5,4,4,5,4,4,41.9,64.0,72.3,82.1,83.5,0.0,343.8,68.8,C,1,1,1.0,0.0,0.0,3
STD-079,أمنية رأفت,omneya.raafat16@gmail.com,4,2,1,6,0,22,6,6,2,8,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,25,7,5,4,9,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,221,33,28,25,28,28,24,27,28,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,260,35,35,35,28,28,35,29,35,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,75.0,41.1,88.0,82.0,83.0,0.0,369.1,73.8,C+,0,1,0.0,0.0,0.0,1
STD-080,يمنى ممدوح,yomna.mamdouh.s@gmail.com,4,2,1,3,0,22,6,5,2,9,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,26,7,7,4,8,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,178,26,23,21,22,21,21,22,22,3,4,4,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,223,27,28,26,31,27,30,29,25,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,5,4,4,4,5,5,4,4,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,3,3,4,4,69.9,83.1,92.4,87.8,89.7,25.0,447.9,89.6,A,1,0,0.0,0.0,0.0,1
